localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
rozl_obchodnic_hm_es_ist__Dv4u,7,"English reference/display differ | token(s) preserved across 3+ localized displays: schade, mein, Herr | preserved token(s) also present in English reference","Hm, es ist schade, mein Herr.","Hm, wie schade, mein Herr.",schade; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnic_jsem_rada__gwIe,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"I'm glad you found what you needed, Henry. Take care…","I'm glad you found what you needed, Henry. Take care…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
rozl_obchodnic_masa_umata_9CfZ,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Masa, u-matan, gezunt | preserved token(s) also present in English reference",Masa umatan tov. Zei gezunt!,Masa u-matan tov. Zay gezunt!,Masa; u-matan; gezunt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnic_masa_umata_ICJP,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Masa, u-matan, Sheynen, dank | preserved token(s) also present in English reference",Masa umatan tov. Sheinen dank!,Masa u-matan tov. Sheynen dank!,Masa; u-matan; Sheynen; dank,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnic_oh_es_ist__ooCf,8,"English reference/display differ | token(s) preserved across 3+ localized displays: aber, schade, mein, Freund | preserved token(s) also present in English reference","Oh, es ist schade, mein Freund.","Das ist aber schade, mein Freund.",aber; schade; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnic_sie_sicher_Q9FA,8,"English reference/display differ | token(s) preserved across 3+ localized displays: wirst, sicher, zufrieden, sein, bald | preserved token(s) also present in English reference",Sie sicher zufrieden sein! Bis bald!,Du wirst sicher zufrieden sein! Bis bald!,wirst; sicher; zufrieden; sein; bald,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnic_sie_sicher_XhU6,8,"English reference/display differ | token(s) preserved across 3+ localized displays: wirst, sicher, zufrieden, sein, mein, Freund | preserved token(s) also present in English reference","Sie sicher zufrieden sein, mein Freund!","Du wirst sicher zufrieden sein, mein Freund!",wirst; sicher; zufrieden; sein; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnic_vielen_dan_8qcc,7,"token(s) preserved across 3+ localized displays: Vielen, Dank, mein, Freund, eine, Freude, bald | preserved token(s) also present in English reference","Vielen Dank, mein Freund! Es war mir eine Freude. Bis bald!","Vielen Dank, mein Freund! Es war mir eine Freude. Bis bald!",Vielen; Dank; mein; Freund; eine; Freude; bald,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_a_dank_dav_QQxX,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Borekh, ha-shem, Davar, masa, u-matan | preserved token(s) also present in English reference",Borech ha-shem! Davar masa u-matan tov.,Borekh ha-shem! Davar masa u-matan tov.,Borekh; ha-shem; Davar; masa; u-matan,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_ausgezeich_DsFF,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Ausgezeichnet, wirst, sicher, zufrieden, sein, mein, Freund, Lebe | preserved token(s) also present in English reference","Ausgezeichnet! Sie sicher zufrieden sein, mein Freund! Lebe wohl!","Ausgezeichnet! Du wirst sicher zufrieden sein, mein Freund! Lebe wohl!",Ausgezeichnet; wirst; sicher; zufrieden; sein; mein; Freund; Lebe; wohl,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_davar_masa_MxjC,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Borekh, ha-shem, Davar, masa, u-matan, Sheinen, dank, fraynd | preserved token(s) also present in English reference","Baruch hashem! Davar masa umatan tov! Sheinen dank, freynd.","Borekh ha-shem! Davar masa u-matan tov! Sheinen dank, fraynd.",Borekh; ha-shem; Davar; masa; u-matan; Sheinen; dank; fraynd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_davar_masa_Tvd5,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Davar, masa, u-matan, Sheynen, dank, fraynd | preserved token(s) also present in English reference","Davar masa u-matan tov. Sheinen dank, fraynd!","Davar masa u-matan tov. Sheynen dank, fraynd!",Davar; masa; u-matan; Sheynen; dank; fraynd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_davar_masa_z6xl,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Borekh, ha-shem, Davar, masa, u-matan, Sheinen, dank, mayn | preserved token(s) also present in English reference","Borech ha-shem! Davar masa u-matan tov! Sheinen dank, mein Herr.","Borekh ha-shem! Davar masa u-matan tov! Sheinen dank, mayn her.",Borekh; ha-shem; Davar; masa; u-matan; Sheinen; dank; mayn,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_eh_co_se_d_8Wl5,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: gezunt | preserved token(s) also present in English reference,"Eh, what can you do… Zei gezunt, sir.","Eh, what can you do… Zay gezunt, sir.",gezunt,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish
rozl_obchodnik_eh_nic_se__aDxG,8,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sholem, aleychem","Don't like anything, eh? A shame… Shalom aleichem.","Don't like anything, eh? A shame… Sholem aleychem.",Sholem; aleychem,French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish
rozl_obchodnik_epes_kinde_5i5T,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Epes, Kinder, gelt, sheyne, velt | preserved token(s) also present in English reference",Epes! Kinder un gelt is a shaine velt!,Epes! Kinder un gelt is a sheyne velt!,Epes; Kinder; gelt; sheyne; velt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_hm_es_ist__7J9r,7,"English reference/display differ | token(s) preserved across 3+ localized displays: schade, mein, Herr | preserved token(s) also present in English reference","Hm, es ist schade, mein Herr.","Hm, wie schade, mein Herr.",schade; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_jsem_rad_z_EUHU,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"I'm glad you found what you needed, Henry. Take care…","I'm glad you found what you needed, Henry. Take care…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
rozl_obchodnik_masa_umata_LsFN,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Masa, u-matan, gezunt | preserved token(s) also present in English reference",Masa u-matan tov. Zaj gezunt!,Masa u-matan tov. Zay gezunt!,Masa; u-matan; gezunt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_masa_umata_plda,7,"token(s) preserved across 3+ localized displays: Masa, u-matan, Sheinen, dank | preserved token(s) also present in English reference",Masa u-matan tov. Sheinen dank!,Masa u-matan tov. Sheinen dank!,Masa; u-matan; Sheinen; dank,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_oh_es_ist__BkgQ,8,"English reference/display differ | token(s) preserved across 3+ localized displays: aber, schade, mein, Freund | preserved token(s) also present in English reference","Oh, es ist schade, mein Freund.","Das ist aber schade, mein Freund.",aber; schade; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_sie_sicher_BNTU,8,"English reference/display differ | token(s) preserved across 3+ localized displays: wirst, sicher, zufrieden, sein, bald | preserved token(s) also present in English reference",Sie sicher zufrieden sein! Bis bald!,Du wirst sicher zufrieden sein! Bis bald!,wirst; sicher; zufrieden; sein; bald,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_sie_sicher_T4UK,8,"English reference/display differ | token(s) preserved across 3+ localized displays: wirst, sicher, zufrieden, sein, mein, Freund | preserved token(s) also present in English reference","Sie sicher zufrieden sein, mein Freund!","Du wirst sicher zufrieden sein, mein Freund!",wirst; sicher; zufrieden; sein; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_obchodnik_vielen_dan_Xcdl,7,"token(s) preserved across 3+ localized displays: Vielen, Dank, mein, Freund, eine, Freude, bald | preserved token(s) also present in English reference","Vielen Dank, mein Freund! Es war mir eine Freude. Bis bald!","Vielen Dank, mein Freund! Es war mir eine Freude. Bis bald!",Vielen; Dank; mein; Freund; eine; Freude; bald,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_ptacek_galehaut_kdyz_dEiP,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Galehaut | preserved token(s) also present in English reference,"When Galehaut found out, well… He was distraught. He felt life was meaningless all of a sudden.","When Galehaut found out, well… He was distraught. He felt life was meaningless all of a sudden.",Galehaut,Czech; French; German; Polish; Turkish; Vietnamese
rozl_ptacek_jako_bez_poli_TSkp,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Maleshov | preserved token(s) also present in English reference,You see… I've thought a lot. About the two of us. And about what you told me at Maleshov.,You see… I've been thinking a lot about the two of us. And about what you told me at Maleshov.,Maleshov,Italian; Portuguese; Turkish; Vietnamese
rozl_ptacek_jestli_se_ti__i2QX,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"Henry, if anything happens to you, then… then…","Henry, if anything happens to you, then… then…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
rozl_ptacek_lancelot_a_ga_n9gk,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Lancelot, Galehaut | preserved token(s) also present in English reference",Lancelot and… Galehaut! I'm sure you've heard of Lancelot.,Lancelot and… Galehaut! I'm sure you've heard of Lancelot.,Lancelot; Galehaut,Czech; French; German; Polish; Spanish; Turkish; Vietnamese
rozl_rozloucen_auf_wieder_50wK,8,"English reference/display differ | token(s) preserved across 3+ localized displays: kannst, jetzt, gehen, Wiedersehen | preserved token(s) also present in English reference",!P Gut. Du kannst jetzt gehen. Wiedersehen.,Gut. Du kannst jetzt gehen. Wiedersehen.,kannst; jetzt; gehen; Wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_bachtalo_t_PyCy,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Bakhtalo, tiro, drom | preserved token(s) also present in English reference",!T Bakhtalo tiro drom!,Bakhtalo tiro drom!,Bakhtalo; tiro; drom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_bachtalo_t_U3p2,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Bakhtalo, tiro, drom, chaye | preserved token(s) also present in English reference","!T Bakhtalo tiro drom, chaye!","Bakhtalo tiro drom, chaye!",Bakhtalo; tiro; drom; chaye,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_bachtalo_t_XZnd,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Bakhtalo, tiro, drom | preserved token(s) also present in English reference",!T Bakhtalo tiro drom!,Bakhtalo tiro drom!,Bakhtalo; tiro; drom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_bachtalo_t_cKRx,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Bakhtalo, tiro, drom | preserved token(s) also present in English reference",!T Bakhtalo tiro drom!,Bakhtalo tiro drom!,Bakhtalo; tiro; drom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_bachtalo_t_vukc,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Bakhtalo, tiro, drom | preserved token(s) also present in English reference",!T Bakhtalo tiro drom!,Bakhtalo tiro drom!,Bakhtalo; tiro; drom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_dza_devleh_LlC9,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Djan, Devleha, Romeya | preserved token(s) also present in English reference","!T Djan Devleha, Romeya!","Djan Devleha, Romeya!",Djan; Devleha; Romeya,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gott_sei_m_DfzV,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Gott, Euch, meine, Herrin | preserved token(s) also present in English reference","!P Gott sei mit Euch, meine Herrin.","Gott sei mit Euch, meine Herrin.",Gott; Euch; meine; Herrin,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gott_sei_m_OlDe,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Gott, Euch, mein, Herr | preserved token(s) also present in English reference","!P Gott sei mit dir, mein Herr.","Gott sei mit Euch, mein Herr.",Gott; Euch; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gott_sei_m_PXzA,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Gott, mein, Herr | preserved token(s) also present in English reference","!P Gott sei mit Euch, mein Herr.","Gott sei mit dir, mein Herr.",Gott; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gott_sei_m_Qssd,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Gott, Euch, meine, Herrin | preserved token(s) also present in English reference","!P Gott sei mit Euch, meine Herrin.","Gott sei mit Euch, meine Herrin.",Gott; Euch; meine; Herrin,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gott_sei_m_UmNQ,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Gott, Euch, mein, Herr | preserved token(s) also present in English reference","!P Gott sei mit dir, mein Herr.","Gott sei mit Euch, mein Herr.",Gott; Euch; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gut_du_kan_CEx9,8,"English reference/display differ | token(s) preserved across 3+ localized displays: kannst, jetzt, gehen, Wiedersehen | preserved token(s) also present in English reference",!P Gut. Du kannst jetzt gehen. Wiedersehen.,Gut. Du kannst jetzt gehen. Wiedersehen.,kannst; jetzt; gehen; Wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gut_du_kan_E9FJ,8,"English reference/display differ | token(s) preserved across 3+ localized displays: kannst, jetzt, gehen, Wiedersehen | preserved token(s) also present in English reference",!P Gut. Du kannst jetzt gehen. Wiedersehen.,Gut. Du kannst jetzt gehen. Wiedersehen.,kannst; jetzt; gehen; Wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_gut_du_kan_rwEj,8,"English reference/display differ | token(s) preserved across 3+ localized displays: kannst, jetzt, gehen, Wiedersehen | preserved token(s) also present in English reference",!P Gut. Du kannst jetzt gehen. Wiedersehen.,Gut. Du kannst jetzt gehen. Wiedersehen.,kannst; jetzt; gehen; Wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_orulok_CbQO,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Örülök | preserved token(s) also present in English reference,!P Örülök...,Örülök...,Örülök,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_phundrado__0psN,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Bakhtalo, tiro, drom | preserved token(s) also present in English reference",!T Bakhtalo tiro drom!,Bakhtalo tiro drom!,Bakhtalo; tiro; drom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_szia_9BXN,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Üdvözlet,!P Szia!,Üdvözlet!,Üdvözlet,Chineset; Czech; French; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_taves_bach_21G7,7,"English reference/display differ | token(s) preserved across 3+ localized displays: aves, bakhtalo, chaye | preserved token(s) also present in English reference","!T Te aves bakhtalo, chaye!","Te aves bakhtalo, chaye!",aves; bakhtalo; chaye,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_taves_bach_KOnR,7,"English reference/display differ | token(s) preserved across 3+ localized displays: aves, bakhtalyi, bibi | preserved token(s) also present in English reference","!T Te aves bakhtalyi, bibi!","Te aves bakhtalyi, bibi!",aves; bakhtalyi; bibi,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschuss_CM0e,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschuss!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_1eAP,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_50iO,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_6J7P,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss | preserved token(s) also present in English reference,Tschüssi!,Tschüss!,Tschüss,Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_Khdw,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_ReR9,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_WeQ8,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_aMcv,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_aQeN,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_k0lb,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_pljS,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss,!P Tschussi!,Tschüss!,Tschüss,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_tschussi_uzcN,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss | preserved token(s) also present in English reference,!P Tschüssi!,Tschüss!,Tschüss,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_viszlat_CkSx,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Viszlát | preserved token(s) also present in English reference,!P Viszlát!,Viszlát!,Viszlát,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_rozloucen_viszlat_R1k1,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Viszlát | preserved token(s) also present in English reference,!P Viszlát!,Viszlát!,Viszlát,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozl_stepan_vr_co_treba_t_RiPs,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ruthard | preserved token(s) also present in English reference,What about the Ruthard girl? Don't you like her? I guarantee you'd never get bored with that one…,What about the Ruthard girl? Don't you like her? I guarantee you'd never get bored with that one…,Ruthard,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
rozl_stepan_vr_nechtel_by_5K2A,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ruthard | preserved token(s) also present in English reference,Wouldn't you like to find yourself a woman and settle down…? Maybe someone like that Ruthard girl?,Wouldn't you like to find yourself a woman and settle down…? Maybe someone like that Ruthard girl?,Ruthard,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
rozl_stepan_vr_no_jindro__74OH,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"Well, Henry, it was nice meeting you, but I should be going…","Well, Henry, it was nice meeting you, but I should be going…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
rozp_jost_luce_zikmund_se_tfVv,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,Sigismund has run into trouble in Hungary.,Sigismund is facing troubles in Hungary…,Sigismund,German; Turkish; Vietnamese
rozp_npc_rozpo_scheisse_k_IwzY,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Scheiße,!P Scheisse! Who was that?!,Scheiße! Who was that?!,Scheiße,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozp_npc_rozpo_scheisse_k_LwJD,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Scheiße,!P Scheisse! Where are you?!,Scheiße! Where are you?!,Scheiße,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
rozu_henry_vasek_neprezil_pgLe,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Ventza, Franzi, Semine | preserved token(s) also present in English reference",Ventza didn't survive the skirmish in Gules's camp and Franzi - they took him to Semine. He might have been innocent in the whole thing.,Ventza didn't survive the skirmish in Gules's camp. And Franzi - they took him to Semine. He might have been innocent in the whole thing.,Ventza; Franzi; Semine,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
rudo_henry_kolik_kosu_jsi_uczA,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Petronilla | preserved token(s) also present in English reference,How many corves did you buy lately… for example on the feast of St. Petronilla?,How many corves did you buy lately… for example on the feast of St. Petronilla?,Petronilla,German; Italian; Turkish; Vietnamese
rudo_rudokupec_mincmistr__sDPr,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vavak | preserved token(s) also present in English reference,The mint master? I have no idea… I'm a mere assayer. I've never even met Vavak.,The Mint Master? I have no idea… I am a mere assayer. I have never even met Vavak.,Vavak,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
rudo_rudokupec_nekolik_me_fcut,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,Several months… Half a year? About since Sigismund arrived.,Several months… Maybe half a year? About since Sigismund arrived.,Sigismund,German; Turkish; Vietnamese
rudo_rudokupec_rikam_ti_z_jkHx,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Scheiße,"!P I'm telling you, I don't know anything about this. I don't have anything to do with it, scheisse!","I told you, I do not know anything! I have nothing to do with this, Scheiße!",Scheiße,Chineses; Chineset; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
