localization_key,classification,revised_score,score,preserved_tokens,classification_notes,Chineses_reference,Chineses_display,Chineset_reference,Chineset_display,Czech_reference,Czech_display,English_reference,English_display,French_reference,French_display,German_reference,German_display,Italian_reference,Italian_display,Japanese_reference,Japanese_display,Korean_reference,Korean_display,Polish_reference,Polish_display,Portuguese_reference,Portuguese_display,Russian_reference,Russian_display,Spanish_reference,Spanish_display,Turkish_reference,Turkish_display,Ukrainian_reference,Ukrainian_display,Vietnamese_reference,Vietnamese_display,review_source_language,review_verified_meaning,review_line_type,review_status,review_notes
ulri_event_tab_gott_zum_g_D7ro,likely_foreign_phrase,18,11,Gott; Gruße; mein; Freund; Ulrich; Remold; Dichter; Pilger; Land; Narren,"foreign-lexicon hit(s): Gott, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, gott, mein","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","Gott zum Gruße, mein Freund! Ulrich von Remold, ein Dichter und ein Pilger im Land der Narren.","(Chào mừng, bạn của ta! Ulrich von Remold, một nhà thơ và một người hành hương trên đất của những kẻ ngốc.)",,,,,
vrac_kradene_z_gott_moge__slhC,likely_foreign_phrase,18,11,Möge; Gott; sein; mein; Freund,"foreign-lexicon hit(s): Gott, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, gott, mein","Möge Gott mit dir sein, mein Freund.",Möge Gott mit dir sein（愿上帝与你同在），mein Freund（我的朋友）。,"Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Gott möge Ihre Hand führen, mein Freund.","Möge Gott mit dir sein, mein Freund.","Gott möge Ihre Hand führen, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott deine Hand führen, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.",ご加護がありますように,"Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Möge Gott mit dir sein, mein Freund.","Nguyện Chúa ở bên cậu, bạn tôi.",,,,,
gree_pozdrav_m_gru_dich_w_E1vx,likely_foreign_phrase,17,10,Grüß; dich; kann; helfen; mein; Herr,"foreign-lexicon hit(s): dich, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: dich, herr, mein","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich ! Wie kann ich dir helfen, mein Herr ?","Grüß dich! Wie kann ich dir helfen, mein Herr?","*Grüß dich! Wie kann ich dir helfen, mein Herr?*","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?",どうも！  何か力になれることはありますか？,"Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","¡Grüß dich! ¿Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?",,,,,
gree_pozdrav_m_gru_dich_w_s5Oh,likely_foreign_phrase,17,10,Grüß; dich; kann; helfen; mein; Freund,"foreign-lexicon hit(s): dich, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, mein","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich ! Wie kann ich dir helfen, mein Freund ?","Grüß dich! Wie kann ich dir helfen, mein Freund?","*Grüß dich! Wie kann ich dir helfen, mein Freund?*","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?",どうも！  何か力になれることはあるか？,"Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","¡Grüß dich! ¿Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?",,,,,
gree_pozdrav_m_mein_freun_Mx1F,likely_foreign_phrase,17,10,Mein; Freund; Trunkenheit; eine; Sünde; Übertreibe; nicht,"foreign-lexicon hit(s): Mein, Freund, nicht | multiple preserved tokens | foreign lexicon visible in English display: freund, mein, nicht","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht !","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. ¡Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!","Mein Freund, Trunkenheit ist eine Sünde. Übertreibe es nicht!",,,,,
gree_pozdrav_z_gru_dich_w_scax,likely_foreign_phrase,17,10,Grüß; dich; kann; helfen; mein; Herr,"foreign-lexicon hit(s): dich, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: dich, herr, mein",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","Grüß dich! Wie kann ich dir helfen, mein Herr?","!P Grüß dich! Wie kann ich dir helfen, mein Herr?","!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,"!P Grüß dich! Wie kann ich dir helfen, mein Herr?",,,,,
kost_kostky_he_das_nenne__P9e5,likely_foreign_phrase,17,10,Schlecht; dich; mich; mein; Freund,"foreign-lexicon hit(s): dich, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, mein","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.（你賠了，我就賺到啦，朋友。）",Das nenne ich Pech!,"Schlecht für dich, gut für mich, mein Freund.",Das nenne ich Pech!,"Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.","Schlecht für dich, gut für mich, mein Freund.",,,,,
odev_cechmistr_es_ist_nic_df7k,likely_foreign_phrase,17,10,Mein; Gott; nicht,"foreign-lexicon hit(s): Mein, Gott, nicht | multiple preserved tokens | foreign lexicon visible in English display: gott, mein, nicht","Mein Gott, das ist nicht gut… And do you have any other lead?",Mein Gott（天啊），das ist nicht gut（这可不妙）……还有其他线索吗？,"Mein Gott, das ist nicht gut… And do you have any other lead?","Ger. Mein Gott, es ist nicht gut（我的天啊，真不妙）……那你還有其他線索嗎？","Mein Gott, es ist nicht gut... A máš nějaké jiné vodítko?","Mein Gott, es ist nicht gut… A máš nějaké jiné vodítko?","Mein Gott, es ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… Et as-tu d'autres pistes ?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist furchtbar … Und hast du noch andere Spuren?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… E hai qualche altra pista?","Mein Gott, das ist nicht gut… And do you have any other lead?",なんてことだ  まずいな…<br/>他には手がかりはないのか？,"Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, es ist nicht gut... 다른 단서는 없나?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… A masz jakiekolwiek inne tropy?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… E você tem alguma outra pista?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… а у тебя другие сацепки есть?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… ¿Y tenéis alguna otra pista más?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, es ist nicht gut... Elinde başka ipucu var mı?","Mein Gott, das ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… А у тебе є якісь інші ниточки?","Mein Gott, das ist nicht gut… And do you have any other lead?","Lạy Chúa tôi, vậy là không ổn rồi... Thế cậu còn manh mối nào khác không?",,,,,
pozd_pozdrav_n_schon_dich_51zb,likely_foreign_phrase,17,10,Schön; dich; sehen; mein; Freund,"foreign-lexicon hit(s): dich, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, mein","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!（很高興見到你，朋友！）","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund !","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","¡Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!",,,,,
pozd_pozdrav_n_schon_dich_jmpr,likely_foreign_phrase,17,10,Schön; dich; sehen; mein; Freund,"foreign-lexicon hit(s): dich, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, mein","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!（很高興見到你，朋友！）","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund !","Schön dich zu sehen, mein Freund!","Schön, dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","¡Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!",,,,,
pozd_uctivy_po_gru_gott_m_4JK4,likely_foreign_phrase,17,10,Grüß; Gott; mein; Herr,"foreign-lexicon hit(s): Gott, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: gott, herr, mein","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüss Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","¡Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!","Grüß Gott, mein Herr!",,,,,
vrac_kradene_z_gott_moge__SOhH,likely_foreign_phrase,17,10,Vielen; Dank; Gott; möge; Ihre; Hand; führen; mein; Freund,"foreign-lexicon hit(s): Gott, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, gott, mein","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.",Vielen Dank（多谢）。Gott möge Ihre Hand führen（愿上帝指引你的手），mein Freund（我的朋友）。,"Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.（謝謝，讓上帝指引你的手，我的朋友。）","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Möge Gott deine Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.",ありがとう！  神のご加護がありますように,"Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","정말 고맙네. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Vielen Dank. Gott möge Ihre Hand führen, mein Freund.","Cảm ơn cậu. Nguyện Chúa dẫn dắt bàn tay cậu, bạn tôi.",,,,,
eich_cechmistr_ich_werde__giKQ,likely_foreign_phrase,16,11,werde; gerne; erklären; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund（我很乐意跟你解释，我的朋友）。","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es Ihnen gerne erklären, mein Freund.","Ich werde es Ihnen gerne erklären, mein Freund.","Ich werde es Ihnen gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Lass es mich dir erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Ich werde es dir gerne erklären, mein Freund.","Tôi sẽ giải thích cho cậu nghe, bạn tôi.",,,,,
gree_pozdrav_m_es_ist_ein_Yymn,likely_foreign_phrase,16,11,eine; Sünde; hier; nacktem; Hintern; herumzulaufen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Arsch herumzulaufen, mein Freund!","Je to hřích chodit tady takhle s nahou prdelí, mein Freund!","Es ist eine Sünde, hier mit nacktem Arsch herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","¡Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!",,,,,
