localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
smlo_smlouvani_heh_du_ver_OChj,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: verkaufst, ganz, schön, zwielichtiges, Zeug | preserved token(s) also present in English reference","!P Heh, du verkaufst mir ein schönes Schwarz.","Heh, du verkaufst mir ganz schön zwielichtiges Zeug.",verkaufst; ganz; schön; zwielichtiges; Zeug,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_heh_du_ver_ery3,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: verkaufst, ganz, schön, zwielichtiges, Zeug | preserved token(s) also present in English reference","!P Heh, du verkaufst mir ein schönes Schwarz.",Du verkaufst mir ganz schön zwielichtiges Zeug.,verkaufst; ganz; schön; zwielichtiges; Zeug,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_hm_viellei_8azp,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: könnte, gehen | preserved token(s) also present in English reference","!P Hm, Vielleicht könnten wir das.","Hm, das könnte gehen.",könnte; gehen,Chineses; Chineset; Czech; French; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_hm_was_sol_U6Dk,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: soll’s, warum, nicht | preserved token(s) also present in English reference","!P Hm, was soll's nicht.","Was soll’s, warum nicht?",soll’s; warum; nicht,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_hm_was_sol_wle1,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: soll’s, warum, nicht | preserved token(s) also present in English reference","!P Hm, was soll's nicht.","Hm, was soll’s, warum nicht?",soll’s; warum; nicht,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_naturlich__esrg,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Natürlich, kein, Problem | preserved token(s) also present in English reference","!P Natürlich, kein Problem.","Natürlich, kein Problem.",Natürlich; kein; Problem,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_naturlich__iX6e,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Natürlich, kein, Problem | preserved token(s) also present in English reference","!P Natürlich, kein Problem.","Natürlich, kein Problem.",Natürlich; kein; Problem,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_prachtvoll_T3af,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Wunderbar, Danke, schön | preserved token(s) also present in English reference",!P Prachtvoll! Danke schön.,Wunderbar! Danke schön!,Wunderbar; Danke; schön,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_prachtvoll_bCq4,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Wunderbar, Danke, schön | preserved token(s) also present in English reference",!P Prachtvoll! Danke schön.,Wunderbar! Danke schön!,Wunderbar; Danke; schön,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_vielleicht_vXf8,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: könnte, vielleicht, gehen | preserved token(s) also present in English reference","!P Hm, Vielleicht könnten wir das.","Hm, das könnte vielleicht gehen.",könnte; vielleicht; gehen,Chineses; Chineset; Czech; French; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_was_denken_NOfC,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Wofür, hältst, mich",!P Was denken Sie von mir?,Wofür hältst du mich?,Wofür; hältst; mich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
smlo_smlouvani_was_wollen_XPQP,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Wofür, hältst, mich",!P Was denken Sie von mir?,Wofür hältst du mich?,Wofür; hältst; mich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
souv_prodavac__to_nikdo_j_sIxl,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: tutti, hanno, accordo",Nobody has something like that! So what do you say? Do we have a deal?,It is not something that tutti hanno. What do you say? Do we have un… un accordo?,tutti; hanno; accordo,Chineses; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish
spec_arne_nemec_rozumny_m_YTRB,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vernünftig, sehr, vernünftig | preserved token(s) also present in English reference","!P Vernünftig, sehr vernünftig. One does not always have to try to kill their opponent.","Vernünftig, sehr vernünftig. A man must not always kill the other man at once.",Vernünftig; sehr; vernünftig,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spec_arne_nemec_vetsinu_p_2C2p,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Problem, gelöst | preserved token(s) also present in English reference","!P For most fools out there, one good kick to the groin is more than enough… und das Problem ist gelöst.",A very hard kick in the eggs is enough for most fools... und das Problem ist gelöst.,Problem; gelöst,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spec_arne_nemec_vrat_se_a_87HD,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: verrückter, Kerl | preserved token(s) also present in English reference","!P Come back when you're healthy, Verrückter Mann!","Come back when you are healed and sound, verrückter Kerl!",verrückter; Kerl,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spec_menhart_z_mistr_umi__gJGE,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Entschuldige, mein, Freund",A Master knows how to estimate his strength and condition and knows when to prepare for battle and when not.,"Entschuldige, mein Freund… a master knows how to estimate his strength and condition.",Entschuldige; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
spec_oswald_to_hm_was_fur_JEMX,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: eine, Überraschung | preserved token(s) also present in English reference","!P Hm, was für eine Überraschung?","Hm, das ist ja eine Überraschung.",eine; Überraschung,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spec_oswald_to_leider_ist_aNui,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Leider, kämpft | preserved token(s) also present in English reference","!P Leider ist, the church is holding on to its sovereignty toot and nail and does not want ordinary people to have access to learned books.","Leider kämpft, the church clutches on to its sovereignty tooth and nail, and does not want ordinary people to have access to learned books.",Leider; kämpft,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
spol_kuman_spo_ha_ted_chc_O9l8,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Haha, most, véged | preserved token(s) also present in English reference","Haha, most véged!","Haha, most véged!",Haha; most; véged,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spol_kuman_vid_konomrde_z_5xqe,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: disznóbaszó, kurva, anyád | preserved token(s) also present in English reference",A disznóbaszó kurva anyád!,A disznóbaszó kurva anyád!,disznóbaszó; kurva; anyád,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spol_kuman_vid_kurva_ses__dCGh,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Baszd, most, megdöglesz, rohadék | preserved token(s) also present in English reference","Baszd meg, most megdöglesz, te rohadék!","Baszd meg, most megdöglesz, te rohadék!",Baszd; most; megdöglesz; rohadék,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spol_soldier_v_gut_gemach_bnuz,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: gemacht, Tötet | preserved token(s) also present in English reference",!P Gut gemacht! Tötet ihn!,Gut gemacht! Tötet ihn!,gemacht; Tötet,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spol_soldier_v_verdammter_fScS,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Verdammter, Schwertkämpfer | preserved token(s) also present in English reference",!P Verdammter Schwertkämpfer...,Verdammter Schwertkämpfer ...,Verdammter; Schwertkämpfer,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spol_utok_na_m_co_delate__VOpa,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Fayf, daroyf | preserved token(s) also present in English reference","!P What are you doing? Fayf daroyf, idiots…","What are you doing? Fayf daroyf, idiots…",Fayf; daroyf,Chineses; Chineset; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian
spol_utok_na_m_kommt_scho_qHco,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Kommt, schon, hört | preserved token(s) also present in English reference","!P Kommt schon, hört auf, you madmen…","Kommt schon, hört auf, hört auf, you madmen…",Kommt; schon; hört,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
spol_utok_na_m_mein_gott__H7X0,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mein, Gott, Heinrich | preserved token(s) also present in English reference","!P Mein Gott, Heinrich… What are you doing?","Mein Gott, Heinrich… What are you doing?",Mein; Gott; Heinrich,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
spol_utok_na_m_pockejte_n_om1R,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Wait, Don't, crazy | preserved token(s) also present in English reference",Wait… Don't be foolish.,Wait… Don't be crazy.,Wait; Don't; crazy,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_co_mi_lezes__mcuS,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Miért, zavarod, álmomat | preserved token(s) also present in English reference",Miért zavarod meg az álmomat?,Miért zavarod meg az álmomat?,Miért; zavarod; álmomat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_ja_vim_ze_by_Pfb2,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Tudom, hogy, nemet, mondtál, rábeszéllek, majd, meglátod, csak | preserved token(s) also present in English reference","Tudom, hogy nemet mondtál, de rábeszéllek, majd meglátod! Ez csak egy próba...","Tudom, hogy nemet mondtál, de rábeszéllek, majd meglátod! Ez csak egy próba...",Tudom; hogy; nemet; mondtál; rábeszéllek; majd; meglátod; csak; próba,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_jak_to_jen_d_dyL4,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Hogy, csinálja, hogy, mindig, ilyen, szép, haja, Minden | preserved token(s) also present in English reference","Hogy csinálja, hogy mindig ilyen szép a haja? Minden nap...","Hogy csinálja, hogy mindig ilyen szép a haja? Minden nap...",Hogy; csinálja; hogy; mindig; ilyen; szép; haja; Minden,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_jdi_do_prdele_G5jb,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Húzz, picsába | preserved token(s) also present in English reference",Húzz a picsába...,Húzz a picsába!,Húzz; picsába,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_jeden_usmev__pO39,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: mosollyal, beérném, Csak, egyetlen, mosoly, Mibe, kerülne, neked | preserved token(s) also present in English reference",Egy mosollyal is beérném. Csak egyetlen mosoly. Mibe kerülne az neked?,Egy mosollyal is beérném. Csak egyetlen mosoly. Mibe kerülne az neked?,mosollyal; beérném; Csak; egyetlen; mosoly; Mibe; kerülne; neked,Chineses; Chineset; Czech; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_nech_me_plan_R1km,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Hagyj, esküvőm, tervezgetem | preserved token(s) also present in English reference","Hagyj már, az esküvőm tervezgetem.","Hagyj már, az esküvőm tervezgetem.",Hagyj; esküvőm; tervezgetem,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_nici_me_kdyz_wIgX,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Tönkre, tesz, férfiakra, kacsintgatsz, tudod, összeszedem, pénzt, elviszlek | preserved token(s) also present in English reference","Tönkre tesz, ha más férfiakra kacsintgatsz, tudod? De összeszedem a pénzt és elviszlek ebből az átkozott fürdőből.","Tönkre tesz, ha más férfiakra kacsintgatsz, tudod? De összeszedem a pénzt és elviszlek ebből az átkozott fürdőből.",Tönkre; tesz; férfiakra; kacsintgatsz; tudod; összeszedem; pénzt; elviszlek; ebből; átkozott; fürdőből,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_proc_za_ni_n_qSox,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Miért, mehetek, hozzá, egyszerűen, fizethetek, fürdésért | preserved token(s) also present in English reference","Miért nem mehetek oda hozzá egyszerűen, és fizethetek a fürdésért?","Miért nem mehetek oda hozzá egyszerűen, és fizethetek a fürdésért?",Miért; mehetek; hozzá; egyszerűen; fizethetek; fürdésért,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_ty_ses_prost_MED0,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: egészen, vagy, Rendszerint, csak, kedvem, töltöm, asszonyi, állattal | preserved token(s) also present in English reference","Te egészen más vagy. Rendszerint csak kedvem töltöm az asszonyi állattal és már megyek is tovább, de téged meg akarlak ismerni. Hát nem érted?","Te egészen más vagy. Rendszerint csak kedvem töltöm az asszonyi állattal és már megyek is tovább, de téged meg akarlak ismerni. Hát nem érted?",egészen; vagy; Rendszerint; csak; kedvem; töltöm; asszonyi; állattal; megyek; tovább; téged; akarlak; ismerni; érted,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_udelal_bych__XK2C,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bármit, megtennék, hogy, eljöhessek, hozzád, megölelhesselek, fejem, melleidre | preserved token(s) also present in English reference","Bármit megtennék, hogy eljöhessek hozzád, hogy megölelhesselek, hogy a fejem a melleidre hajthassam...","Bármit megtennék, hogy eljöhessek hozzád, hogy megölelhesselek, hogy a fejem a melleidre hajthassam...",Bármit; megtennék; hogy; eljöhessek; hozzád; megölelhesselek; fejem; melleidre; hajthassam,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stal_stalker_urcite_nekoh_M0ja,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Biztos, valakid, ugye, Annyi, legyen, szívesen, megvívok, vele | preserved token(s) also present in English reference","Biztos van valakid, ugye? Annyi baj legyen, szívesen megvívok vele a szívedért. Meglátod, hogy rá fogok szolgálni.","Biztos van valakid, ugye? Annyi baj legyen, szívesen megvívok vele a szívedért. Meglátod, hogy rá fogok szolgálni.",Biztos; valakid; ugye; Annyi; legyen; szívesen; megvívok; vele; szívedért; Meglátod; hogy; fogok; szolgálni,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stra_henry_ja_s_nekym_jse_d9qu,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Kunesh, Skalitz | preserved token(s) also present in English reference",I… mistook you for someone else. Do you know Kunesh of Skalitz?,I… mistook you for someone else. Do you know Kunesh from Skalitz?,Kunesh; Skalitz,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
stra_henry_prichazim_jmen_xrAo,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Suchotlesky, László, Farkas | preserved token(s) also present in English reference",I'm here on behalf of Jan of Suchotlesky. I have a meeting with Laszlo Farkas.,I'm here on behalf of Sir Jan of Suchotlesky. I'm to meet with László Farkas.,Suchotlesky; László; Farkas,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
stra_henry_rika_se_ji_maj_gb2z,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mary, Cherry | preserved token(s) also present in English reference",They call her Mary Cherry. A pickpocket. I've been on her trail… But she got away from me.,"They call her Mary Cherry. A pickpocket. I tracked her all the way here, but she got away…",Mary; Cherry,Portuguese; Spanish; Turkish; Vietnamese
stra_straz_pij_janku__her_x0Ps,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Janek, Istvan | preserved token(s) also present in English reference","Janek… Christ, come on. You heard Sir Istvan. We're on duty tomorrow.","Janek… Christ, come along! You heard Sir Istvan. We're on duty tomorrow.",Janek; Istvan,French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
stre_strelnice_a_dalsi_tr_k3Ql,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: další, trefa, Sice, vokraj",,"A další trefa! Sice vokraj, ale trefa!",další; trefa; Sice; vokraj,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_a_sip_leti_zi64,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Repül, nyílvessző, repül, elrepül, valahova, faszba | preserved token(s) also present in English reference","Repül a nyílvessző, repül és repül és elrepül valahova a faszba!","Repül a nyílvessző, repül és repül és elrepül valahova a faszba!",Repül; nyílvessző; repül; elrepül; valahova; faszba,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_a_zas_jen__yJuV,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: megint, csak, pont | preserved token(s) also present in English reference",És megint csak két pont...,És megint csak két pont...,megint; csak; pont,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_a_zase_do__gX3h,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: újra, közepibe, csak, erőltetem, magam | preserved token(s) also present in English reference",És újra a közepibe! Még csak meg se erőltetem magam!,És újra a közepibe! Még csak meg se erőltetem magam!,újra; közepibe; csak; erőltetem; magam,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_dneska_str_YUUE,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: lövök, mint, maga, úristen | preserved token(s) also present in English reference","Ma úgy lövök, mint maga az úristen!","Ma úgy lövök, mint maga az úristen!",lövök; mint; maga; úristen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_do_prdele__gjMH,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bassza, össze, kéne, szednem, magam | preserved token(s) also present in English reference","Bassza meg, össze kéne szednem magam!","Bassza meg, össze kéne szednem magam!",Bassza; össze; kéne; szednem; magam,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_doprdele_n_pHnD,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bazmeg, várjunk, csak, Eltaláltam | preserved token(s) also present in English reference","Bazmeg. Nem, várjunk csak. Eltaláltam!","Bazmeg. Nem, várjunk csak. Eltaláltam!",Bazmeg; várjunk; csak; Eltaláltam,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_jakto_ze_z_0U0m,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Hogy, lehet, hogy, csak, széle, közepére, céloztam | preserved token(s) also present in English reference","Hogy lehet, hogy csak a széle, én a közepére céloztam!","Hogy lehet, hogy csak a széle, én a közepére céloztam!",Hogy; lehet; hogy; csak; széle; közepére; céloztam,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_kurva_tohl_lxWp,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bassza, nehéz, lesz, behozni | preserved token(s) also present in English reference","Bassza meg, ezt nehéz lesz behozni...","Bassza meg, ezt nehéz lesz behozni...",Bassza; nehéz; lesz; behozni,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_no_co_v_bi_5yIO,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: akkor, csatában, mindegy, hogy, szívét, találom, vagy, gyomrába | preserved token(s) also present in English reference","Na és akkor? A csatában mindegy, hogy a szívét találom el vagy a gyomrába megy...","Na és akkor? A csatában mindegy, hogy a szívét találom el vagy a gyomrába megy...",akkor; csatában; mindegy; hogy; szívét; találom; vagy; gyomrába; megy,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_no_tak_asp_HjLM,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Gyerünk, legalább, egyszer, menjen, közepébe | preserved token(s) also present in English reference","Gyerünk, legalább egyszer menjen már a közepébe!","Gyerünk, legalább egyszer menjen már a közepébe!",Gyerünk; legalább; egyszer; menjen; közepébe,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_pitomej_vi_CRet,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kurva, szél, akár, közepébe, mehetett, volna | preserved token(s) also present in English reference","Kurva szél, ez akár a közepébe is mehetett volna!","Kurva szél, ez akár a közepébe is mehetett volna!",Kurva; szél; akár; közepébe; mehetett; volna,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_posunte_mi_PUg4,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Toljátok, kicsit, balra, célt, akkor, talán, eltalálom | preserved token(s) also present in English reference","Toljátok már kicsit balra azt a célt, akkor talán eltalálom...","Toljátok már kicsit balra azt a célt, akkor talán eltalálom...",Toljátok; kicsit; balra; célt; akkor; talán; eltalálom,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_sakra_to_m_BF8L,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sakra, mohlo, bejt, černýho",,"Sakra, to mohlo bejt do černýho!",Sakra; mohlo; bejt; černýho,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_tak_a_muze_ocxq,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: můžete, rovnou, vzád, Střed",,Tak a můžete to rovnou vzád. Střed!,můžete; rovnou; vzád; Střed,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_tak_hergot_08Sh,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Baszki, sose, találom, közepét | preserved token(s) also present in English reference","Baszki, hát sose találom el a közepét!","Baszki, hát sose találom el a közepét!",Baszki; sose; találom; közepét,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_tak_sakra__VvKX,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: fenébe, fogok, nyerni | preserved token(s) also present in English reference","A fenébe is, így nem fogok nyerni!","A fenébe is, így nem fogok nyerni!",fenébe; fogok; nyerni,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_takhle_kdy_XP28,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Takhle, kdyby, lítalo, pořád",,Takhle kdyby to lítalo pořád!,Takhle; kdyby; lítalo; pořád,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
stre_strelnice_ty_sipy_za_VsqD,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ezek, nyilak, félrehordanak | preserved token(s) also present in English reference",Ezek a nyilak félrehordanak!,Ezek a nyilak félrehordanak!,Ezek; nyilak; félrehordanak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
