localization_key,English_display,English_reference,preserved_tokens,strong_preserved_tokens,preserved_in_languages,available_languages,strong_threshold,very_strong_threshold,very_strong_content_ratio,strong_content_ratio,max_language_preservation,source_score,direct_reference_diff,signal_languages,discovery_reasons
vysl_zajatec_m_ten_franco_9p4i,That Frenchman Brabant was hand in glove with Markvart and von Bergow.,The Frenchman Brabant was hand in glove with Markvart and von Bergow.,Brabant; Markvart; von,brabant; markvart; von,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese,15,6,9,0.167,0.500,9,42,yes,,dense_three_strong_preserved_tokens; english_reference_differs
ulri_event_tab_to_dobry_f_pRoO,That was a good Fechtkampf. Danke!,That was a good Fecht. Danke!,Fechtkampf; Danke,fechtkampf; danke,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
samu_samuel_za_to_byla_tr_L2HO,"That was a good hit, ben zoyne, eh?","That was a good hit, ben zoyneh, huh?",ben; zoyne,ben; zoyne,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
s_ku_henry_pan_komori_z_t_13Nw,"The Chamberlain of Trosky, Sir Ulrich von Schaumberg!","The Lord Chamberlain of Trosky, Ulrich von Schaumberg!",Ulrich; von; Schaumberg,ulrich; von; schaumberg,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese,15,6,9,0.200,0.600,9,42,yes,,dense_three_strong_preserved_tokens; english_reference_differs
npc__npc_neroz_nekdo_to_h_Dtx6,Varekoda chidya?,!T Varekoda chidya?,Varekoda; chidya,varekoda; chidya,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
rozh_brabant_vaquelin_bra_CTt7,"Vauquelin Brabant, chevalier d'Arrezo, at your service!","!P Vaquelin Brabant, chévalier d'Arrezo, at your service!",Vauquelin; Brabant; chevalier; d'Arrezo,brabant; chevalier; d'arrezo,Chineses; Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.200,0.600,9,42,yes,,dense_three_strong_preserved_tokens; english_reference_differs
cin__brabant_vaqulin_brab_AtQV,"Vauquelin Brabant, Chevalier d'Arrezo…","Vauquelin Brabant, Chevalier d'Arrezo…",Vauquelin; Brabant; Chevalier; d'Arrezo,brabant; chevalier; d'arrezo,Chineset; Czech; French; German; Italian; Japanese; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.750,10,42,no,,dense_two_very_strong_preserved_tokens
spol_utok_na_m_vos_machst_DuHm,"Vos makhst du, Henry? You will kill him!","!P Vos makhst du, Henry? You will kill him!",Vos; makhst; du,vos; makhst,Chineses; Chineset; Czech; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
hled_npc_hleda_tos_strile_U9Ld,Was that you shooting? Sag schon!,!P Was that you shooting? Bekennen!,Sag; schon,sag; schon,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
rozp_npc_rozpo_wer_was_da_eLl0,Wer war das? Who!?,!P Wer was das? Who!?,Wer; war; das,wer; das,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
neme_udo_aus_t_cooo__wo_b_Bguk,Whaaat? Wer bist du?,Whaaat? Wo bist du?,Wer; bist; du,wer; bist,Chineses; Chineset; Czech; French; German; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
o_zi_zidovsky__co_chces_s_Wz9Q,What would you like to hear? I can't complain. Borekh ha-shem!,!P What would you like to hear? I can't complain. Borekh ha-shem!,Borekh; ha-shem,borekh; ha-shem,Chineses; Chineset; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,0.286,0.286,11,42,yes,yiddish_hebrew,signal_supported_two_token_preservation; english_reference_differs; signal_support
lore_brabant_veden_prozre_6nLN,"With Providence as my guide, mon ami!","With Providence as my guide, friend!",mon; ami,mon; ami,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,0.500,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
joha_hudebnik__bez_die_we_fp7y,Without den Wetteinsatz there will be no fight.,!P Without die Wette there will be no fight...,den; Wetteinsatz,den; wetteinsatz,Chineses; Chineset; Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.250,0.500,13,42,yes,czech; slovak,signal_supported_two_token_preservation; english_reference_differs; signal_support
vask_hejtman_f_dobra_a_co_XDS6,Wählen sie. What should I take?,!P Wahlen sie. What should I take?,Wählen; sie,wählen; sie,Chineses; Chineset; Czech; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
zasa_obet_reag_koupil_sem_YD92,Yekh khudnyom!,!T Yekh khudnyom!,Yekh; khudnyom,yekh; khudnyom,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
s_fr_hejtman_f_jses_kovar_YxcL,You are a blacksmith? Sehr gut!,!P You're a blacksmith? Sehr gut!,Sehr; gut,sehr; gut,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
assa_npc_bylo__zasranej_c_vN1e,Zakhindjo djuklo!,!T Zakhindjo djuklo!,Zakhindjo; djuklo,zakhindjo; djuklo,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
vajd_vajda_zachindzi_gaca_qbGa,Zakhindzhi gacha!,!P Zachindzhi gacha!,Zakhindzhi; gacha,zakhindzhi; gacha,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
s_ho_hospodsky_a_nakonec__TiTV,"Zum Abschluss, I have some advice for you.","!P Und schließlich, I have some advice for you...",Zum; Abschluss,zum; abschluss,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,13,42,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
pozd_sousedsky_gru_dich_dd2S,!P Grüß dich!,!P Grüß dich!,P; Grüß; dich,grüss; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_gruss_gott_2tXt,!P Grüss Gott!,!P Grüss Gott!,P; Grüss; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_gruss_gott_KlKk,!P Grüss Gott!,!P Grüss Gott!,P; Grüss; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_gruss_gott_xG0x,!P Grüss Gott!,!P Grüss Gott!,P; Grüss; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_mein_gott_RIZ2,!P Mein Gott!,!P Mein Gott!,P; Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_mein_gott__8Gew,!P Mein Gott!,!P Mein Gott!,P; Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_mein_gott__RR2z,!P Mein Gott!,!P Mein Gott!,P; Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_mein_gott__nUGr,!P Mein Gott!,!P Mein Gott!,P; Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_z_mein_gott__CnK9,!P Mein Gott!,!P Mein Gott!,P; Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_mein_gott__h6N7,"!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!",P; Mein; Gott,mein; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_oh_was_ist_SfzJ,!P Oh... Was ist los?,!P Oh... Was ist los?,P; Oh; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
goss_gossip_sp_vos_machst_gBeM,!P Vos makhst du? Do you want to get me in trouble?!,Vos makhst du? Do you want to get me in trouble?!,Vos; makhst; du,vos; makhst,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
gree_pozdrav_n_was_ist_lo_0GF3,"!P Was ist los, Heinrich?","!P Was ist los, Heinrich?",P; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_was_ist_lo_R0c7,"!P Was ist los, Heinrich?","!P Was ist los, Heinrich?",P; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_was_ist_lo_ZgRP,"!P Was ist los, Heinrich?","!P Was ist los, Heinrich?",P; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_was_ist_lo_zcoR,"!P Was ist los, Heinrich?","!P Was ist los, Heinrich?",P; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_was_heisst_2y18,!P Was ist los?,!P Was ist los?,P; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_n_was_heisst_Ckjg,!P Was ist los?,!P Was ist los?,P; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
spol_kuman_vid_konomrde_z_5xqe,A disznóbaszó kurva anyád!,A disznóbaszó kurva anyád!,A; disznóbaszó; anyád,disznóbaszó; anyád,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
rozl_rozloucen_mazal_tov_qtpK,A gutn tog!,Mazel tov!,A; gutn; tog,gutn; tog,Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
nena_nenasel_z_ach_du_sch_umXK,Ach du Scheiße.,Ach du Scheiße.,Ach; du; Scheiße,ach; scheisse,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
nena_nenasla_z_ach_du_sch_Zg07,Ach du Scheiße.,Ach du Scheiße.,Ach; du; Scheiße,ach; scheisse,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
hrac_npc_probu_aaah_was_i_CWIM,Ah... Was ist los?,Ah... Was ist los?,Ah; Was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
neme_henry_tesi_me___1QVm,"Aha… a pleasure to make your acquaintance, Herr Udo.",Ah… pleasure to make your acquaintance.,Herr; Udo,herr; udo,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.333,10,41,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
hosp_hospodsky_aaah_no_jo_1XRV,"Ahhh… Gut, gut…",Aaah... Gut tut...,Ahhh; Gut; gut,ahhh; gut,Czech; French; German; Italian; Japanese; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,1.000,22,41,yes,,dense_mixed_two_token_preservation; english_reference_differs
pozd_sousedsky_zaj_gezunt_ML0j,Aleykhem sholem...,Aleichem shalom...,Aleykhem; sholem,aleykhem; sholem,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
ph_b_brabant_poslouchas_m_InbJ,"Are you listening? I said, buona sera!","!P Are you listening? I said, buona sera!",buona; sera,buona; sera,Chineses; Chineset; Czech; German; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
vask_vasko_jak_chces_tak__QGCG,As you wish. Wir tun es.,!P As you wish. Wir tun es.,Wir; tun; es,wir; tun,Chineses; Chineset; Czech; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
kost_kostky_st_auf_gehts_noyF,Auf geht's!,Auf geht's!,Auf; geht's,auf; geht's,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
rozl_rozloucen_auf_wieder_9uPf,Auf Wiedersehen!,Auf Wiedersehen!,Auf; Wiedersehen,auf; wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
rozl_rozloucen_auf_wieder_RExu,Auf Wiedersehen!,Auf Wiedersehen!,Auf; Wiedersehen,auf; wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
rozl_rozloucen_auf_wieder_SLmi,Auf Wiedersehen!,Auf Wiedersehen!,Auf; Wiedersehen,auf; wiedersehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
ulri_henry_auf_wiedersen_m2Qy,Auf Wiedersen.,Auf Wiedersen.,Auf; Wiedersen,auf; wiedersen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
reme_remeslnik_borech_has_as2B,Borekh ha-shem!,!P Baruch ha-shem!,Borekh; ha-shem,borekh; ha-shem,Chineses; Chineset; French; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,1.000,1.000,10,41,yes,yiddish_hebrew,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
sara_sara_samo_baruch_has_GpRy,"Borekh ha-shem, they're gone.","!P Baruch hashem, they're gone.",Borekh; ha-shem,borekh; ha-shem,Chineses; Chineset; French; German; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.500,0.500,10,41,yes,yiddish_hebrew,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
prij_npc_akcep_borech_has_C9tr,Borekh ha-shem…,Baruch hashem…,Borekh; ha-shem,borekh; ha-shem,Chineses; French; German; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,1.000,1.000,10,41,yes,yiddish_hebrew,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
lega_hans_uher_jenom_jest_Vnp9,"Buona sera, idiots.","!P Buona sera, idiots.",Buona; sera,buona; sera,Chineses; Chineset; Czech; French; German; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
reak_kutnohors_co_si_tu_c_ILFs,Co si tu chceš dokazovat!,,Co; si; tu; chceš; dokazovat,chceš; dokazovat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
lapk_lapka_v_r_co_tu_chces_EvS1,Co tady chceš?,,Co; tady; chceš,tady; chceš,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,czech,dense_two_very_strong_preserved_tokens; signal_support
kost_kostky_he_was_man_tu_mych,Das war's.,Das war's.,Das; war's,das; war's,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
kost_kostky_pa_das_wars_18Ub,Das war's.,Das war's.,Das; war's,das; war's,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
npc__npc_pobiz_dza_sukares_S5bf,Dja! Eyah!,!T Dja! Eyah!,Dja; Eyah,dja; eyah,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,1.000,1.000,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
gree_obchodnic_eh_was_ist_TwZS,"Eh, was ist los?","Eh, Was ist los?",Eh; was; ist; los,ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
rozl_obchodnic_eh_co_se_d_guC7,"Eh, what can you do… Zay gezunt, sir.","Eh, what can you do… Zei gezunt, sir.",Zay; gezunt; sir,zay; gezunt,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
goss_gossip_v__nagel__neh_u4eq,Einen Nagel - a fingernail!,Nagel - a fingernail!,Einen; Nagel,einen; nagel,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
situ_situace_v_fajf_daroj_pR7n,Fayf daroyf! Use your brains!,Fayf daroyf! Use your heads!,Fayf; daroyf,fayf; daroyf,Chineses; Chineset; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
s_el_puskar_el_zapomen_na_32U3,"Forget about it. Even if you really were sent by the guards, was du nicht bist, I would not have that much powder to give you anyway.","!P Forget about it. Even if you really were sent my the guards, was du nicht bist, I wouldn't have that much powder to give you anyway.",was; du; nicht; bist,nicht; bist,Chineset; Czech; German; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,0.154,0.154,10,41,yes,german,signal_supported_two_token_preservation; english_reference_differs; signal_support
bff__brabant_z_vysoka_cha_qVfK,"Greetings, élégant Monsieur!","Greetings, Elégant Monsieur!",élégant; Monsieur,élégant; monsieur,Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Ukrainian; Vietnamese,15,6,9,0.667,0.667,12,41,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
pozd_sousedsky_gru_dich_PdhU,Grüss dich!,Grüß dich!,Grüss; dich,grüss; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_dich_VS1J,Grüss dich!,Grüß dich!,Grüss; dich,grüss; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_dich_mYl5,Grüss dich!,Grüss dich!,Grüss; dich,grüss; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
zjed_npc_zdrav_gru_dich_tlgF,Grüss Dich!,Grüß Dich!,Grüss; Dich,grüss; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_npc_zdrav_gru_gott_9KrT,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gru_gott_MAYF,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gru_gott_UUs7,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gru_gott_XopW,Grüß Gott!,Grüss Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_gott_GTSC,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gru_gott_Rr1k,Grüß Gott!,Grüß Gott!,Grüß; Gott,grüss; gott,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,41,no,german,dense_two_very_strong_preserved_tokens; signal_support
