representative_key,family_size,source_score,signal_languages,strong_preserved_tokens,very_strong_content_ratio,strong_content_ratio,English_display,English_reference,translation_status,source_language,verified_meaning,notes
npc__npc_reagu_jdu_se_tam_ucME,1,44,,megyek; megnézem,1.000,1.000,Megyek és megnézem.,I'll go and have a look.,NEEDS_TRANSLATION,,,
vask_vasko_misto_palcatu__vW5n,1,44,german,mein; freund,0.333,0.333,"Mein Freund, I will give you a cudgel instead of a mace.","!P Mein Freund, I'll give you a cudgel instead of a mace.",NEEDS_TRANSLATION,,,
zasa_svedek_re_mein_gott__RYpL,1,44,german,mein; gott,0.667,0.667,Mein Gott! A shooter!,!P Mein Gott! A shooter!,NEEDS_TRANSLATION,,,
npc__npc_rozpo_ze_te_to_b_Um20,1,44,german,mein; gott,0.500,0.500,Mein Gott! Is this your idea of fun?!,Is this your idea of fun? Mein Gott!,NEEDS_TRANSLATION,,,
spol_utok_na_m_mein_gott__H7X0,1,44,german,mein; gott,0.667,0.667,"Mein Gott, Heinrich… What are you doing?","!P Mein Gott, Heinrich… What are you doing?",NEEDS_TRANSLATION,,,
npc__npc_je_sv_mein_gott__tYQl,1,44,german,mein; gott,0.400,0.400,"Mein Gott, what do you think you're doing?","Mein Gott, what d'you think you're doing?",NEEDS_TRANSLATION,,,
npc__kuman_cri_co_to_sakr_H3KQ,1,44,,faszom; volt,1.000,1.000,Mi a faszom volt ez?,What the hell was that?,NEEDS_TRANSLATION,,,
npc__kuman_cri_co_je_hafa_sKM9,1,44,,van; dög,1.000,1.000,Mi van te dög?,"What's your problem, mutt?",NEEDS_TRANSLATION,,,
npc__kuman_cri_jakej_zmrd_fEri,1,44,,miféle; faszszopó,1.000,1.000,Miféle faszszopó?,What son of a bitch...?,NEEDS_TRANSLATION,,,
npc__kuman_cri_ktera_svine_GB84,1,44,,miféle; szemétláda,1.000,1.000,Miféle szemétláda...?!,What wanker...?,NEEDS_TRANSLATION,,,
vask_hejtman_f_to_jsem_ra_pIi6,1,44,hungarian,mit; vergnugen,1.000,1.000,Mit Vergnugen!,!P Mit Vergnugen!,NEEDS_TRANSLATION,,,
brab_brabant_doprdele_nec_W4k2,1,44,french,mon; dieu,0.286,0.286,"Mon Dieu ! I do not want to die, and certainly not with empty hands!","Mon Dieu! I do not want to die, and certainly not with empty hands!",NEEDS_TRANSLATION,,,
npc__kuman_cri_ted_chcipn_10yD,1,44,,most; megdöglesz,1.000,1.000,Most megdöglesz!,Time to die!,NEEDS_TRANSLATION,,,
bibr_kuman_bib_prej_dosti_ixCV,1,44,,méghogy; lóverseny,1.000,1.000,Méghogy lóverseny…,So-called racing...,NEEDS_TRANSLATION,,,
prat_pratelsky_na_gut_was_xS3B,1,44,,gut; soll's,1.000,1.000,"Na gut, was soll’s …","!P Na gut, was soll's...",NEEDS_TRANSLATION,,,
npc__npc_vrati_tak_jsme_z_CZv8,1,44,,itthon; vagyunk,1.000,1.000,Na itthon vagyunk.,We're back.,NEEDS_TRANSLATION,,,
idle_soldier_m_na_los_was_cyxN,1,44,,los; gibt's,1.000,1.000,Na los! Was gibt’s?,!P Na los! Was gibt's?,NEEDS_TRANSLATION,,,
npc__npc_neroz_neni_to_vt_knke,1,44,,nane; p-heras,1.000,1.000,Nane p-heras!,!T Nane p-heras!,NEEDS_TRANSLATION,,,
samo_samomluva_nein_verda_3vuR,1,44,,nein; verdammt,1.000,1.000,Nein ... Verdammt!,!P Nein... Verdammt!,NEEDS_TRANSLATION,,,
eich_cechmistr_svet_se_me_qmu4,1,44,german,junger; mann,0.143,0.143,"Nevertheless, while the world may change, problems stay the same… And you are the one I chose to help me deal with them, junger Mann.","Nevertheless, while the world may change, problems stay the same… And you are the one I chose to help me deal with them, junge Mann.",NEEDS_TRANSLATION,,,
s_el_puskar_el_pak_je_mi__laQ9,1,44,german,nicht; das,0.200,0.200,"Nicht das, no! I... I would be happy to oblige the king if I could. But even my supply is not infinite.","!P Nicht das, no! I... I'd be happy to oblige the king if I could. But even my supply is not infinite.",NEEDS_TRANSLATION,,,
o_zi_kupec_tro_aber_nicht_eNzA,1,44,german,nichts; weiter,0.286,0.286,"Nichts weiter, just that they play at being educated men.","!P Aber nicht viel, just that they play at being men of letters.",NEEDS_TRANSLATION,,,
assa_npc_vidi__to_te_prid_tZcr,1,44,,may; dikeha,1.000,1.000,No may dikeha!,!T No may dikeha!,NEEDS_TRANSLATION,,,
kost_kostky_he_oda_sa_jekh_MqmS,1,44,,oda; yek,1.000,1.000,Oda sa yek...,!T Oda sa yek...,NEEDS_TRANSLATION,,,
nepr_soldier_n_oh_stirb_h_TOJ2,1,44,,kratz; köter,1.000,1.000,"Oh ... kratz ab, Köter!","!P Oh... stirb, Hund!",NEEDS_TRANSLATION,,,
utrz_soldier_d_oh_nein_ve_wSag,1,44,,nein; verdammt,1.000,1.000,Oh nein … verdammt.,!P Oh nein... Verdammte.,NEEDS_TRANSLATION,,,
goss_gossip_sp_doplnit_ne_LVvO,1,44,german,mein; gott,0.500,0.500,"Oh, mein Gott! I am awfully hungry.","!P Oh, mein Gott... I am awfully hungry.",NEEDS_TRANSLATION,,,
npc__npc_si_st_uuuh_moje__LlYX,1,44,,ooo; gyomrom,1.000,1.000,Ooo... A gyomrom…,Oooh... My belly...,NEEDS_TRANSLATION,,,
zaka_zakaznik__oy_vey_pej_74K0,1,44,yiddish_hebrew,vey; peyresh,1.000,1.000,"Oy vey, peyresh!","Oy vey, pejresh!",NEEDS_TRANSLATION,,,
npc__npc_ztrat_oy_chomec__Zo91,1,44,,andre; bul,1.000,1.000,"Oy, andre bul.","!P Oy, chomec ben-jajen...",NEEDS_TRANSLATION,,,
komp_jizdni_lu_he_pijes_m_DjVv,1,44,,piyes; man,1.000,1.000,"Oy, piyes man!","!T Oy, piyes man!",NEEDS_TRANSLATION,,,
zavo_zavodnik__ou_ker_c5ey,1,44,,pro; kar,1.000,1.000,"Oy, pro kar!","!T Oy, pro kar!",NEEDS_TRANSLATION,,,
idle_soldier_m_puh_blut_ja_Cui5,1,44,,pah; blut,1.000,1.000,"Pah, Blut ..","!P Pah, Blut ja...",NEEDS_TRANSLATION,,,
kost_kostky_vy_palikerav__wlNU,1,44,,palikerav; devleske,1.000,1.000,Palikerav le Devleske!,!T Palikerav le Devleske!,NEEDS_TRANSLATION,,,
opon_soldier_o_pech_gehabt_Uu9p,1,44,,pech; gehabt,1.000,1.000,Pech gehabt!,!P Pech gehabt!,NEEDS_TRANSLATION,,,
npc__npc_rozpo_neser_se_d_uJE2,1,44,,piyes; man,1.000,1.000,Piyes man!,!T Piyes man!,NEEDS_TRANSLATION,,,
ph_l_legatuv_m_piu_veloce_Sger,1,44,,piú; veloce,1.000,1.000,Piú veloce!,!P Piú veloce!,NEEDS_TRANSLATION,,,
prat_pratelsky_raus_hier_9fmg,1,44,,raus; hier,1.000,1.000,Raus hier!,!P Raus hier!,NEEDS_TRANSLATION,,,
prat_pratelsky_raus_mann_90ea,1,44,,raus; mann,1.000,1.000,"Raus, Mann!","!P Raus, Mann!",NEEDS_TRANSLATION,,,
lore_event_tab_riziko_a_z_yMF3,1,44,german,mein; fraynd,0.500,0.500,"Risk and profit, mein Fraynd, risk and profit!","Risk and profit, mayn Fraynd, risk and profit!",NEEDS_TRANSLATION,,,
pozd_sousedsky_mi_del_o_d_yixi,1,44,,sar; djiven,1.000,1.000,Sar djiven?,!T Sar djiven?,NEEDS_TRANSLATION,,,
pozd_sousedsky_lacho_dives_itNa,1,44,,sar; sal,1.000,1.000,Sar sal?,!T Sar sal?,NEEDS_TRANSLATION,,,
prat_pratelsky_scheisse_e_LaqK,1,44,,scheisse; reicht,1.000,1.000,Scheiße! Es reicht!,!P Scheisse! Es reicht!,NEEDS_TRANSLATION,,,
spec_menhart_z_sehr_gerne_PXWT,1,44,,sehr; gerne,1.000,1.000,"Sehr gerne, Heinrich.","!P Sehr Gerne, Heinrich.",NEEDS_TRANSLATION,,,
pokr_treninkov_sehr_gut_P3c3,1,44,,sehr; gut,1.000,1.000,Sehr gut!,!P Sehr gut!,NEEDS_TRANSLATION,,,
zena_hospodska_zer_gut_qTvD,1,44,,sehr; gut,1.000,1.000,Sehr gut…,!P Sehr gut…,NEEDS_TRANSLATION,,,
gree_pozdrav_m_servus_was_JJIJ,1,44,,servus; möchtest,1.000,1.000,Servus! Was möchtest du?,Servus! Was soll es?,NEEDS_TRANSLATION,,,
pozd_sousedsky_dank_zX5H,1,44,,shalom; dank,1.000,1.000,Shalom! Dank.,Dank.,NEEDS_TRANSLATION,,,
pozd_sousedsky_sejnen_dank_MYKy,1,44,,sheinen; dank,1.000,1.000,Sheinen dank.,A sheynem dank.,NEEDS_TRANSLATION,,,
pozd_sousedsky_dank_ZLPo,1,44,,sholem; dank,1.000,1.000,Sholem... Dank.,Shalom… Dank.,NEEDS_TRANSLATION,,,
npc__npc_vidi__pal_soste__Bihd,1,44,,aday; keres,1.000,1.000,So aday keres?,!T So pes aday achel?,NEEDS_TRANSLATION,,,
npc__npc_vidi__kyho_slaka_DATe,1,44,,dik-hav; mulo,1.000,1.000,So dik-hav?! O mulo?,!T So dik-hav?! O mulo?,NEEDS_TRANSLATION,,,
goss_gossip_v__tak_jak_to_JuJp,1,44,german,mein; freund,0.667,0.667,"So how are things, mein Freund?","So how are things, meine freunde?",NEEDS_TRANSLATION,,,
lock_svedek_vi_co_tam_zko_2iZF,1,44,,keres; odoj,1.000,1.000,So keres odoj?,!T So keres odoj?,NEEDS_TRANSLATION,,,
npc__npc_vidi__jeste_neko_UkSI,1,44,,keres; gadjo,1.000,1.000,"So keres, gadjo?","!T So keres, gadjo?",NEEDS_TRANSLATION,,,
npc__npc_vidi__dej_to_dol_XsgB,1,44,,keres; goro,1.000,1.000,"So keres, goro?","!T So keres, goro?",NEEDS_TRANSLATION,,,
npc__npc_vidi__co_to_ma_z_dBJN,1,44,,oda; mulo,1.000,1.000,So oda…? O mulo!,!T So oda…? O mulo!,NEEDS_TRANSLATION,,,
npc__npc_vidi__pal_soste__3bp0,1,44,,pes; achilya,1.000,1.000,So pes achilya?,!T So pes achel?,NEEDS_TRANSLATION,,,
gree_pozdrav_m_so_rodes_m_pukX,1,44,,rodes; kareya,1.000,1.000,"So rodes, kareya?","!T So rodes, kareya?",NEEDS_TRANSLATION,,,
gree_pozdrav_z_so_rodes_m_P3Ze,1,44,,rodes; melalo,1.000,1.000,"So rodes, melalo?!","!T So rodes, melalo?!",NEEDS_TRANSLATION,,,
gree_pozdrav_z_so_rodes_m_M0Fl,1,44,,rodes; kar,1.000,1.000,"So rodes, tu kar?","So rodes, mindžapúr?",NEEDS_TRANSLATION,,,
zizk_hans_uher_xx_Brh6,1,44,,sopliak; krpatý,1.000,1.000,Sopliak krpatý!,Ugly freak!,NEEDS_TRANSLATION,,,
ph_l_legatuv_m_stai_atten_UcKE,1,44,,stai; attento,1.000,1.000,Stai attento!,!P Stai attento!,NEEDS_TRANSLATION,,,
prov_soldier_u_stirb_mann_h3mE,1,44,,stirb; mann,1.000,1.000,"Stirb, Mann!","!P Stirb, Mann!",NEEDS_TRANSLATION,,,
free_obet_reag_pannenkoma_FJoe,1,44,,sunto; maria,1.000,1.000,Sunto Maria!,!T Sunto Maria!,NEEDS_TRANSLATION,,,
npc__kuman_cri_rozdrtim_t_QJak,1,44,,szétverem; fejed,1.000,1.000,Szétverem a fejed!,I'll smash your head in!,NEEDS_TRANSLATION,,,
pozd_sousedsky_lacho_dives_VPga,1,44,,kay; djas,1.000,1.000,Ta kay djas?,!T Ta kay djas?,NEEDS_TRANSLATION,,,
pozd_sousedsky_the_tumenge_UN97,1,44,,mishtes; som,1.000,1.000,Ta mishtes som.,!T Ta mishtes som.,NEEDS_TRANSLATION,,,
npc__npc_vidi__dej_to_dol_ILx8,1,44,,hin; oda,1.000,1.000,Ta so hin oda?,!T Ta so hin oda?,NEEDS_TRANSLATION,,,
free_obet_reag_vo_co_se_s_GYzW,1,44,,keres; kareya,1.000,1.000,"Ta so keres, kareya!","!T Ta so keres, kareya!",NEEDS_TRANSLATION,,,
pozd_sousedsky_eh_the_tum_hME3,1,44,,aves; bachtali,1.000,1.000,Te aves bachtali!,!T Te aves bachtali!,NEEDS_TRANSLATION,,,
se_s_samuel_takovej_je_zi_5G8L,1,44,german,nicht; wahr,0.500,0.500,"That's life, nicht wahr?","!P That's life, nicht wahr?",NEEDS_TRANSLATION,,,
o_zi_mistr_fab_a_pritom_u_wwaz,1,44,german,mein; freund,0.200,0.200,"There'll be as much light inside as if you were standing under the open sky, mein Freund.","!P There'll be as much light inside as if you were standing under the open sky, mein Freund.",NEEDS_TRANSLATION,,,
endi_rozloucen_tschus_hey_ITA9,1,44,,tschüs; heyne,1.000,1.000,"Tschüs, Heyne!","!P Tschus, Heyne!",NEEDS_TRANSLATION,,,
odmi_npc_neakc_tu_khandun_DCUO,1,44,,k-handino; kar,1.000,1.000,Tu k-handino kar!,!T Tu k-handuno kar!,NEEDS_TRANSLATION,,,
vypr_vyprosten_tu_melali__wKub,1,44,,melalo; kar,1.000,1.000,Tu melalo kar!,!T Tu melali mindj!,NEEDS_TRANSLATION,,,
zavi_zavis_z_g_ty_pieprzo_HnWJ,1,44,,pieprzony; draniu,1.000,1.000,Ty pieprzony draniu!,Ty szujo jedna...,NEEDS_TRANSLATION,,,
samo_samomluva_uff_scheis_r0nW,1,44,,uff; scheisse,1.000,1.000,Uff ... Scheiße.,!P Uff... Scheisse.,NEEDS_TRANSLATION,,,
reme_remeslnik_eh_du_schl_bdEd,1,44,,uff; scheissteil,1.000,1.000,"Uff, du Scheißteil ...","!P Eh, Du Schlampe...",NEEDS_TRANSLATION,,,
obec_povzdech__uff_verdam_F34i,1,44,,uff; verdammt,1.000,1.000,Uff... Verdammt.,Oof... Verdammt.,NEEDS_TRANSLATION,,,
utrz_soldier_d_uf_so_nicht_blqj,1,44,,uff; nicht,1.000,1.000,Uff … so nicht!,!P Uf... so nicht!,NEEDS_TRANSLATION,,,
obec_povzdech__ugh_scheis_r4XH,1,44,,ugh; scheisse,1.000,1.000,"Ugh, Scheiße…","Ugh, Scheissse...",NEEDS_TRANSLATION,,,
spec_menhart_z_a_vcasnost_vZj6,1,44,german,und; jetzt,0.333,0.333,"Und jetzt, it is not the right moment. Come back later.","Und jetzt, it is not the right timing. Come back later.",NEEDS_TRANSLATION,,,
brab_brabant_z_va_chier_gZv6,1,44,,chier; bâtard,1.000,1.000,"Va chier, bâtard!","!P Va chier, bâtard!",NEEDS_TRANSLATION,,,
kuma_farkasova_valahol_ott_SF04,1,44,,valahol; ott,1.000,1.000,Valahol ott.,!P Valahol ott.,NEEDS_TRANSLATION,,,
utik_soldier_u_verdammt_l_JN8k,1,44,,verdammt; leute,1.000,1.000,"Verdammt, Leute …","!P Verdammt, Leute...",NEEDS_TRANSLATION,,,
kube_kubenka_z_verdammter_jQPM,1,44,,verdammter; bastard,1.000,1.000,Verdammter Bastard!,!P Verdammter Bastard!,NEEDS_TRANSLATION,,,
gree_pozdrav_n_verdammter_MFXz,1,44,,verdammter; mann,1.000,1.000,Verdammter Mann!,!P Verdammter Mann!,NEEDS_TRANSLATION,,,
opon_oponent_s_verdammter_jgOB,1,44,,verdammter; metzger,1.000,1.000,Verdammter Metzger!,!P Verdammter Metzger!,NEEDS_TRANSLATION,,,
spol_soldier_v_verdammter_fScS,1,44,,verdammter; schwertkämpfer,1.000,1.000,Verdammter Schwertkämpfer ...,!P Verdammter Schwertkämpfer...,NEEDS_TRANSLATION,,,
nepr_soldier_b_verfluchte_xW1c,1,44,,verfluchter; hund,1.000,1.000,Verfluchter Hund!,!P Verfluchter Hund!,NEEDS_TRANSLATION,,,
dost_soldier_d_verpiss_di_z7aL,1,44,,verpiss; dich,1.000,1.000,Verpiss dich!,!P Verpiss dich!,NEEDS_TRANSLATION,,,
comb_menhart_z_verstehen__Odc5,1,44,,verstehst; mich,1.000,1.000,Verstehst du mich?,!P Verstehen Sie mich?,NEEDS_TRANSLATION,,,
zaca_zacatek_s_jdem_na_to_npr1,1,44,,verteidige; dich,1.000,1.000,Verteidige dich!,!P Verteidige Dich!,NEEDS_TRANSLATION,,,
kuma_kuman_v_t__popis_las_m0UV,1,44,,vörös; fekete,1.000,1.000,Vörös és fekete.,Piros és fekete.,NEEDS_TRANSLATION,,,
rozp_npc_rozpo_warum_ich__coe5,1,44,german,warum; ich,0.400,0.400,Warum ich? Because I'm German?!,Warum ich? Because I'm German?,NEEDS_TRANSLATION,,,
hrac_npc_je_za_warum_ich__hVSo,1,44,german,warum; ich,1.000,1.000,Warum ich? What did I do to you?!,!P Warum ich? What did I do to you?!,NEEDS_TRANSLATION,,,
gree_obchodnik_was_brauch_QkWc,1,44,,brauchst; nackedei,1.000,1.000,"Was brauchst du, Nackedei?","Was brauchst du, nackt?",NEEDS_TRANSLATION,,,
zaka_zakaznik__was_ist_das_evYc,1,44,,gibt's; denn,1.000,1.000,Was gibt’s denn?,Was ist das?,NEEDS_TRANSLATION,,,
s_fr_hejtman_f_co_je_to_j_ANf9,1,44,german,ist; das,0.400,0.400,Was ist das? You didn't last long.,!P Was ist das? You didn't last too long.,NEEDS_TRANSLATION,,,
odmi_npc_odmit_was_denkst_8Vbj,1,44,,machst; schurke,1.000,1.000,"Was machst du da, Schurke?","!P Was machst du da, Schurke?",NEEDS_TRANSLATION,,,
npc__npc_vidi__was_machst_zxUs,1,44,,machst; narr,1.000,1.000,Was machst du Narr?,!P Was machst du Narr?,NEEDS_TRANSLATION,,,
hosp_hospodsky_wirst_du_e_lP2E,1,44,,willst; essen,1.000,1.000,Was willst du essen?,!P Wirst du essen?,NEEDS_TRANSLATION,,,
prat_pratelsky_was_willst_QgxP,1,44,,willst; hier,1.000,1.000,Was willst du hier?,!P Was willst du hier?,NEEDS_TRANSLATION,,,
gree_pozdrav_n_was_willst_sEp7,1,44,,willst; bettler,1.000,1.000,"Was willst du, Bettler!","!P Was willst du, Bettler!",NEEDS_TRANSLATION,,,
gree_pozdrav_z_was_willst_aKSA,1,44,,willst; schuft,1.000,1.000,"Was willst du, Schuft?","!P Was willst du, Ruck?",NEEDS_TRANSLATION,,,
gree_pozdrav_z_was_willst_Xazo,1,44,,willst; strolch,1.000,1.000,"Was willst du, Strolch?","!P Was willst du, Strolch?",NEEDS_TRANSLATION,,,
pusk_puskar_el_muzeme_zko_LjTR,1,44,german,nicht; wahr,0.286,0.286,We can always confiscate the property of the kings enemies! Nicht wahr?,!P We can always confiscate property of the king's enemies! Verstanden?,NEEDS_TRANSLATION,,,
goss_gossip_sp_a_kdo_asi_c7ws,1,44,,wer; dann,1.000,1.000,Wer dann?,!P Wer noch?,NEEDS_TRANSLATION,,,
menh_menhart_z_gottverdam_5QJW,1,44,german,gott; verdammt,0.333,0.333,"What a waste, Gott verdammt! We lost and our claim was not acknowledged.",!P What a waste. Gott verdammt! We lost and our claim was not acknowledged.,NEEDS_TRANSLATION,,,
npc__npc_cilen_co_sem_kom_0XJq,1,44,german,mein; gott,0.667,0.667,What did I do to anyone?! Mein Gott…,!P What did I do to anyone?! Mein Gott…,NEEDS_TRANSLATION,,,
npc__npc_neroz_co_za_hulv_kQdJ,1,44,german,meine; güte,0.500,0.500,What lout threw that? Meine Güte!,What lout threw that? Mein Gott.,NEEDS_TRANSLATION,,,
hosp_hospodsky_zaj_gezunt_ZSQd,1,44,,zay; gezunt,1.000,1.000,Zay gezunt,Zaj gezunt!,NEEDS_TRANSLATION,,,
bibr_kuman_bib_riti_se_pr_ddan,1,44,,áttör; emelkedőn,1.000,1.000,Áttör az emelkedőn!,He speeds across the slope!,NEEDS_TRANSLATION,,,
ptac_ptacek_vi_tohle_muse_7jAf,1,44,,faire; mal,1.000,1.000,Ça a dû faire mal!,!P Ça a dû faire mal!,NEEDS_TRANSLATION,,,
npc__kuman_cri_no_kurva_WdhU,1,44,,bassza; meg,1.000,1.000,"Ó, bassza meg...","Oh, fuck…",NEEDS_TRANSLATION,,,
zaka_zakaznik___sejnem_da_O4sp,1,44,,scheinem; dank,1.000,1.000,… Scheinem dank!,...Schonem dank!,NEEDS_TRANSLATION,,,
npc__npc_pobiz_na_gyere_g_goV8,1,43,,gyere; gyerünk,1.000,1.000,!P Na gyere! Gyerünk!,Na gyere! Gyerünk!,NEEDS_TRANSLATION,,,
opil_opily_kum_a_kenyer_i_Aqhv,1,43,,kenyér; illata,1.000,1.000,A kenyér illata…,!P A kenyér illata után…,NEEDS_TRANSLATION,,,
plan_brabant_a_no_konecne_roKV,1,43,,vous; êtes,1.000,1.000,"Ah, vous êtes là!","!P Ah, vous êtes là!",NEEDS_TRANSLATION,,,
cin__brabant_to_se_prihod_bRt3,1,43,,souviens; bien,1.000,1.000,Ah. Je me souviens bien...,Ah. Je me souvens bien...,NEEDS_TRANSLATION,,,
npc__npc_reagu_drz_si_ho__ajxk,1,43,,astar; djukles,1.000,1.000,Astar le djukles!,!T Astar le djukles!,NEEDS_TRANSLATION,,,
post_brabant_au_revoir_FYgL,1,43,,revoir; merci,1.000,1.000,Au revoir. Merci…,!P Au revoir. Merci...,NEEDS_TRANSLATION,,,
ph_p_ptacek_bellissimo_ma_eyDL,1,43,,bellissimo; magnifico,1.000,1.000,Bellissimo! Magnifico!,!P Bellissimo! Magnifico!,NEEDS_TRANSLATION,,,
s_me_menhart_z_bis_bald_BmrN,1,43,,bis; bald,1.000,1.000,Bis bald.,!P Bis bald.,NEEDS_TRANSLATION,,,
zaca_zacatek_s_pripravene_Gkqr,1,43,,bist; bereit,1.000,1.000,Bist du bereit?,!P Bist du bereit?,NEEDS_TRANSLATION,,,
zaka_zakaznik__solem_fraj_XVE6,1,43,,bite; sheyn,1.000,1.000,Bite sheyn!,Bitte schon!,NEEDS_TRANSLATION,,,
o_zi_zidovsky__borech_has_wb1Z,1,43,yiddish_hebrew,borekh; ha-shem,0.333,0.333,"Borekh ha-shem! I can't complain, or rather I shouldn't…","!P Borekh ha-shem! I cannot complain, or rather, I should not…",NEEDS_TRANSLATION,,,
zasa_svedek_re_sakra_to_s_fsrP,1,43,,devla; darandjilyom,1.000,1.000,Devla! Darandjilyom!,!T Devla! Darandjilyom!,NEEDS_TRANSLATION,,,
kupec_cechmistr_neblbni_j_VDK1,1,43,german,mein; bruder,0.333,0.333,"Do not be headstrong, Henry, you cannot mean that seriously? He is mein Bruder!","Don’t be foolish, Henry, you don’t mean that seriously, do you? He’s mein Bruder!",NEEDS_TRANSLATION,,,
pokr_treninkov_ty_jsi_tak_z1NB,1,43,,bist; wunderschön,1.000,1.000,Du bist so wunderschön!,You are so wunderschon!,NEEDS_TRANSLATION,,,
s_va_vasko_davej_si_bacha_KJS5,1,43,,frecher; mistkerl,1.000,1.000,Du frecher Mistkerl!,!P Du frecher Mistkerl!,NEEDS_TRANSLATION,,,
spol_soldier_v_du_hast_es_n2HT,1,43,,hast; vermasselt,1.000,1.000,Du hast es vermasselt!,!P Du hast es vermasselt!,NEEDS_TRANSLATION,,,
endi_rozloucen_ach_devleha_tMPs,1,43,,džan; devleha,1.000,1.000,Džan Devleha!,!T Džan Devleha!,NEEDS_TRANSLATION,,,
kuma_vasko_egy_eselyt_x3qI,1,43,,egy; esélyt,1.000,1.000,Egy esélyt.,!P Egy esélyt.,NEEDS_TRANSLATION,,,
zada_cechmistr_eh_mein_go_Vp8Y,1,43,german,mein; gott,0.333,0.333,"Eh, mein Gott... Why did it have to come this far? My brother is no robber, but a merchant.","Eh, mein Gott... Why did it have to come this far? My brother’s no robber, but a merchant.",NEEDS_TRANSLATION,,,
gree_obchodnik_ehmbitte_qveV,1,43,,ehm; bite,1.000,1.000,Ehm... Bite?,Ehm... Bitte?,NEEDS_TRANSLATION,,,
dost_soldier_d_ehrrmp_nie_Df4X,1,43,,ehrrmp; niemals,1.000,1.000,Ehrrmp ... Niemals!,!P Ehrrmp... Niemals!,NEEDS_TRANSLATION,,,
s_ho_hospodsky_no_dovol_b_mx4Z,1,43,,entschuldige; mal,1.000,1.000,Entschuldige mal!,!P Gestatten Sie mal!,NEEDS_TRANSLATION,,,
posl_event_hla_epes_schoen_LzSL,1,43,,epes; sheyn,1.000,1.000,Epes! Sheyn!,!P Epes! Schoen!,NEEDS_TRANSLATION,,,
odmi_npc_odmit__fajf_daro_3u6z,1,43,,fayf; daroyf,1.000,1.000,Fayf daroyf.,Fajf darojf.,NEEDS_TRANSLATION,,,
pokr_treninkov_vymachej_m_vDoc,1,43,,duy; pal; muy,0.250,0.750,Give him duy pal o muy!,!T Give him duy pal o muy!,NEEDS_TRANSLATION,,,
horn_pozdrav_h_gluckauf_h_yu4f,1,43,,glück; auf,1.000,1.000,"Glück auf, Heinrich!","!P Glückauf, Heinrich!",NEEDS_TRANSLATION,,,
s_he_hejtman_s_gut_gemach_N4S4,1,43,german,gut; gemacht,0.286,0.286,Gut gemacht! All I need is for you to bring me stolen book.,!P Gut gemacht! All I need is for you to bring me stolen book.,NEEDS_TRANSLATION,,,
kuma_opily_kum_no_way_RoK9,1,43,,hagyj; békén,1.000,1.000,Hagyj békén!,Hadd legyek!,NEEDS_TRANSLATION,,,
zavo_zavodnik__he_lacheees_ps16,1,43,,heeee; laaaaaches,1.000,1.000,"Heeee, laaaaaches!","!T Heeee, laaaaaches!",NEEDS_TRANSLATION,,,
neme_udo_aus_t_hergot_mil_W9cG,1,43,german,herr; gott,0.667,0.667,Herr Gott! I love… Kuttenberg!,Hergot! I love… Kuttenberg!,NEEDS_TRANSLATION,,,
leka_lekarnik__au_au_au_7TyS,1,43,german,herr; gott,0.333,0.333,"Herr Gott! One day, that woman will be the death of me!","!P Her Gott! One day, that woman will be the death of me…",NEEDS_TRANSLATION,,,
neme_udo_aus_t_ja_hier_9tF3,1,43,,hier; nimm,1.000,1.000,Hier nimm es!,Ja… hier!,NEEDS_TRANSLATION,,,
odmi_npc_neakc_helft_mir_KDSz,1,43,,hilf; mir,1.000,1.000,Hilf mir …,!P Hilf mir…,NEEDS_TRANSLATION,,,
opil_opily_kum_hianyzik_a_4oP0,1,43,,hiányzik; otthonom,1.000,1.000,Hiányzik az otthonom…,!P Hiányzik az otthonom…,NEEDS_TRANSLATION,,,
nast_nastvane__tahni_odsud_bqno,1,43,,húzzál; picsába,1.000,1.000,Húzzál a picsába!,Clear off!,NEEDS_TRANSLATION,,,
kupec_cechmistr_rikam_ti__XgVF,1,43,german,junger; mann,0.286,0.286,"I tell you, calm down, junger Mann! I will never allow this!","I’m telling you, calm down, junger Mann! I’ll never allow this!",NEEDS_TRANSLATION,,,
goss_gossip_v__ich_wei_ne_gHeH,1,43,german,ich; weiss,0.167,0.167,"Ich weiß, I should not have been there. But one visit will not hurt anyone. Besides, nobody is guarding the construction site.","ICH weiß, I shouldn't have been there. But one visit won't kill anyone. Besides, nobody is guarding the construction site.",NEEDS_TRANSLATION,,,
jasa_opily_kum_inkabb_hag_XDmA,1,43,,inkább; megyek,1.000,1.000,Inkább megyek.,Inkább hagyj el.,NEEDS_TRANSLATION,,,
eich_cechmistr_ja_das_sti_MdjE,1,43,german,das; stimmt,0.286,0.286,"Ja, das stimmt. I would guess they have a camp somewhere nearby.","!P Ja, das stimmt. I would guess they have a camp somewhere nearby.",NEEDS_TRANSLATION,,,
s_ho_hospodsky_tady_u_nas_RoTj,1,43,,etwas; schon,1.000,1.000,"Ja, etwas schon…","!P Ja, etwas schon...",NEEDS_TRANSLATION,,,
o_zi_pisar_tyc_ja_was_ist_67Bm,1,43,,willst; wissen,1.000,1.000,Ja? Was willst du wissen?,"!P Ja, was ist los?",NEEDS_TRANSLATION,,,
baro_brabant_je_suis_deso_wU46,1,43,,suis; désolé,1.000,1.000,Je suis désolé !,!P Je suis désolée!,NEEDS_TRANSLATION,,,
